Unique_ID,holeid,from,to,Class,As_trunc_flag,As_clean,As_missing_flag,Au_trunc_flag,Au_clean,Au_missing_flag,Pb_trunc_flag,Pb_clean,Pb_missing_flag,Fe_trunc_flag,Fe_clean,Fe_missing_flag,Mo_trunc_flag,Mo_clean,Mo_missing_flag,Cu_trunc_flag,Cu_clean,Cu_missing_flag,S_trunc_flag,S_clean,S_missing_flag,Zn_trunc_flag,Zn_clean,Zn_missing_flag
A06407,SOLVE066,641,651.0,A,0,4.2,0,0,0.026,0,0,857.4,0,0,38460.0,0,0,20.6,0,0,3.0,0,0,1604.0,0,0,30.4,0
A05623,SOLVE066,651,661.0,A,0,14.0,0,0,0.042,0,0,1270.6,0,0,38740.0,0,0,36.4,0,0,4.8,0,0,2954.0,0,0,38.4,0
A06653,SOLVE066,661,671.0,A,0,9.6,0,0,0.022,0,0,668.6,0,0,47300.0,0,0,9.0,0,0,3.0,0,0,1254.0,0,0,39.8,0
A06306,SOLVE066,671,681.0,A,0,13.0,0,0,0.028,0,0,583.0,0,0,44460.0,0,0,14.0,0,0,7.0,0,0,3300.0,0,0,42.4,0
A05332,SOLVE066,681,691.0,A,0,8.2,0,0,0.05,0,0,672.4,0,0,43380.0,0,0,20.8,0,0,3.0,0,0,3272.0,0,0,32.2,0
A06406,SOLVE066,691,701.0,A,0,4.8,0,0,0.026,0,0,471.0,0,0,42740.0,0,0,14.0,0,0,3.0,0,0,1690.0,0,0,30.4,0
A05191,SOLVE066,701,711.0,A,0,6.8,0,0,0.054,0,0,867.2,0,0,45800.0,0,0,35.2,0,0,3.0,0,0,584.0,0,0,29.0,0
A07232,SOLVE066,711,721.0,A,0,4.6,0,0,0.014,0,0,600.4,0,0,56140.0,0,0,79.0,0,0,3.0,0,0,458.0,0,0,38.6,0
A07491,SOLVE066,721,730.9,A,0,3.191919192,0,0,0.011919192,0,0,847.6767677,0,0,49020.0,1,0,66.56565657,0,0,5.828282828,0,0,1892.727273,0,0,53.47474747,0
A05000,SOLVE067,291,301.0,A,0,17.2,0,0,0.06,0,0,719.8,0,0,54680.0,0,0,23.6,0,0,57.4,0,0,22158.0,0,0,103.6,0
A04762,SOLVE067,301,311.0,A,0,4.6,0,0,0.068,0,0,1246.0,0,0,84220.0,0,0,22.8,0,0,21.4,0,0,6286.0,0,0,60.8,0
A05462,SOLVE067,311,321.0,A,0,5.4,0,0,0.046,0,0,902.6,0,0,43620.0,0,0,57.4,0,0,16.4,0,0,1212.0,0,0,45.2,0
A05465,SOLVE067,321,331.0,A,0,9.2,0,0,0.046,0,0,1411.0,0,0,64080.0,0,0,86.8,0,0,13.0,0,0,2302.0,0,0,29.6,0
A05009,SOLVE067,331,341.0,A,0,3.8,0,0,0.06,0,0,983.4,0,0,56260.0,0,0,12.2,0,0,7.0,0,0,922.0,0,0,30.0,0
A04497,SOLVE067,341,351.0,A,0,6.6,0,0,0.08,0,0,2824.0,0,0,56500.0,0,0,47.6,0,0,6.8,0,0,4400.0,0,0,72.8,0
A05881,SOLVE067,351,361.0,A,0,7.0,0,0,0.036,0,0,730.2,0,0,55640.0,0,0,7.4,0,0,8.6,0,0,406.0,0,0,34.6,0
A06263,SOLVE067,361,371.0,A,0,3.6,0,0,0.029,0,0,365.6,0,0,40060.0,0,0,3.0,0,0,12.2,0,0,234.0,0,0,30.2,0
A06536,SOLVE067,371,381.0,A,0,6.4,0,0,0.024,0,0,816.2,0,0,54000.0,0,0,10.6,0,0,11.8,0,0,2050.0,0,0,36.2,0
A04728,SOLVE067,381,391.0,A,0,6.0,0,0,0.07,0,0,1091.4,0,0,56660.0,0,0,7.4,0,0,13.4,0,0,728.0,0,0,44.4,0
A04685,SOLVE067,391,401.0,A,0,8.0,0,0,0.072,0,0,595.0,0,0,57260.0,0,0,4.8,0,0,9.8,0,0,448.0,0,0,35.4,0
A04634,SOLVE067,401,411.0,A,0,6.8,0,0,0.074,0,0,1905.4,0,0,37740.0,0,0,50.6,0,0,10.4,0,0,3570.0,0,0,63.0,0
A05625,SOLVE067,411,421.0,A,0,5.8,0,0,0.042,0,0,319.8,0,0,29340.0,0,0,6.4,0,0,9.2,0,0,294.0,0,0,69.4,0
A04798,SOLVE067,421,427.5,A,0,5.230769231,0,0,0.067692308,0,0,603.1538462,0,0,42246.15385,0,0,13.46153846,0,0,13.84615385,0,0,503.8461538,0,0,48.30769231,0
A03721,SOLVE068,321,331.0,A,0,15.8,0,0,0.122,0,0,1366.6,0,0,47400.0,0,0,33.2,0,0,99.4,0,0,4714.0,0,0,239.8,0
A03429,SOLVE068,331,341.0,A,0,33.6,0,0,0.146,0,0,2071.0,0,0,48360.0,0,0,26.6,0,0,39.6,0,0,5730.0,0,0,85.6,0
A04674,SOLVE068,341,351.0,A,0,13.6,0,0,0.072,0,0,2484.4,0,0,58720.0,0,0,53.2,0,0,19.4,0,0,3798.0,0,0,72.4,0
A04881,SOLVE068,351,361.0,A,0,19.0,0,0,0.064,0,0,1116.4,0,0,64540.0,0,0,11.8,0,0,45.4,0,0,3146.0,0,0,99.8,0
A05511,SOLVE068,361,371.0,A,0,24.6,0,0,0.045,0,0,1734.0,0,0,59840.0,0,0,24.6,0,0,25.2,0,0,2918.0,0,0,63.8,0
A06204,SOLVE068,371,381.0,A,0,12.4,0,0,0.03,0,0,1840.2,0,0,56760.0,0,0,4.4,0,0,12.6,0,0,970.0,0,0,31.6,0
A06995,SOLVE068,381,391.0,A,0,10.8,0,0,0.017,0,0,470.6,0,0,56680.0,0,0,3.0,0,0,11.6,0,0,144.0,0,0,28.8,0
A07830,SOLVE068,391,401.0,A,0,8.6,0,0,0.008,0,0,425.0,0,0,55940.0,0,0,5.6,0,0,13.0,0,0,1724.0,0,0,38.0,0
A07323,SOLVE068,401,411.0,A,0,9.2,0,0,0.013,0,0,2043.2,0,0,53040.0,0,0,3.6,0,0,11.4,0,0,866.0,0,0,35.0,0
A05540,SOLVE069,331,341.0,A,0,7.0,0,0,0.044,0,0,1273.8,0,0,42400.0,0,0,20.0,0,0,9.8,0,0,3134.0,0,0,26.2,0
A06109,SOLVE069,341,351.0,A,0,7.8,0,0,0.032,0,0,1133.8,0,0,57060.0,0,0,28.2,0,0,8.6,0,0,1164.0,0,0,35.0,0
A06414,SOLVE069,351,361.0,A,0,6.8,0,0,0.026,0,0,821.8,0,0,24660.0,0,0,19.8,0,0,10.6,0,0,1186.0,0,0,41.2,0
A05949,SOLVE069,361,371.0,A,0,6.8,0,0,0.035,0,0,1264.0,0,0,28660.0,0,0,24.0,0,0,10.2,0,0,1338.0,0,0,29.2,0
A06927,SOLVE069,371,381.0,A,0,5.4,0,0,0.018,0,0,967.4,0,0,52520.0,0,0,21.2,0,0,3.0,0,0,668.0,0,0,20.4,0
A04207,SOLVE069,381,391.0,A,0,16.6,0,0,0.094,0,0,1345.8,0,0,47320.0,0,0,49.6,0,0,243.0,0,0,5082.0,0,0,616.0,0
A06613,SOLVE069,391,401.0,A,0,7.8,0,0,0.023,0,0,1031.6,0,0,61480.0,0,0,28.4,0,0,9.4,0,0,2360.0,0,0,49.8,0
A06615,SOLVE069,401,411.0,A,0,5.8,0,0,0.023,0,0,967.8,0,0,60680.0,0,0,46.8,0,0,3.6,0,0,1202.0,0,0,28.8,0
A07418,SOLVE069,411,421.0,A,0,9.4,0,0,0.012,0,0,604.0,0,0,60080.0,0,0,17.2,0,0,5.8,0,0,4704.0,0,0,165.2,0
A06803,SOLVE069,421,431.0,A,0,15.0,0,0,0.02,0,0,582.4,0,0,42840.0,0,0,12.4,0,0,22.8,0,0,7918.0,0,0,63.0,0
A07171,SOLVE069,431,441.0,A,0,10.2,0,0,0.015,0,0,786.4,0,0,47760.0,0,0,13.0,0,0,4.8,0,0,3066.0,0,0,52.4,0
A05272,SOLVE069,441,451.0,A,0,18.2,0,0,0.052,0,0,1387.0,0,0,62880.0,0,0,154.0,0,0,6.0,0,0,13180.0,0,0,44.6,0
A06673,SOLVE069,451,461.0,A,0,15.0,0,0,0.022,0,0,1201.0,0,0,55400.0,0,0,15.0,0,0,3.4,0,0,4604.0,0,0,29.4,0
A07011,SOLVE069,461,471.0,A,0,10.4,0,0,0.017,0,0,1509.2,0,0,57180.0,0,0,26.8,0,0,4.8,0,0,4314.0,0,0,28.0,0
A04789,SOLVE069,471,481.0,A,0,11.0,0,0,0.068,0,0,2382.2,0,0,31980.0,0,0,126.0,0,0,7.4,0,0,8652.0,0,0,18.6,0
A06435,SOLVE069,481,491.0,A,0,4.8,0,0,0.026,0,0,1934.0,0,0,51680.0,0,0,106.6,0,0,6.6,0,0,4928.0,0,0,29.6,0
A06200,SOLVE071,261,271.0,A,0,11.0,0,0,0.03,0,0,353.0,0,0,39860.0,0,0,3.0,0,0,13.4,0,0,296.0,0,0,62.8,0
A06913,SOLVE071,271,281.0,A,0,10.2,0,0,0.018,0,0,173.8,0,0,42220.0,0,0,3.0,0,0,13.4,0,0,180.0,0,0,48.6,0
A06861,SOLVE071,281,291.0,A,0,10.2,0,0,0.019,0,0,368.6,0,0,50140.0,0,0,3.0,0,0,13.6,0,0,204.0,0,0,61.6,0
A05620,SOLVE071,291,301.0,A,0,15.2,0,0,0.042,0,0,1165.2,0,0,58200.0,0,0,3.0,0,0,13.4,0,0,344.0,0,0,42.4,0
A07318,SOLVE071,301,311.0,A,0,3.8,0,0,0.013,0,0,196.8,0,0,16560.0,0,0,3.0,0,0,7.6,0,0,112.0,0,0,37.0,0
A06539,SOLVE071,311,321.0,A,0,15.2,0,0,0.024,0,0,150.2,0,0,18280.0,0,0,3.0,0,0,8.8,0,0,102.0,0,0,38.8,0
A05890,SOLVE071,321,331.0,A,0,14.4,0,0,0.036,0,0,712.6,0,0,26380.0,0,0,3.0,0,0,8.8,0,0,468.0,0,0,36.0,0
A04170,SOLVE071,331,341.0,A,0,10.8,0,0,0.096,0,0,765.4,0,0,49020.0,1,0,19.2,0,0,7.4,0,0,1144.0,0,0,37.4,0
A04172,SOLVE071,341,351.0,A,0,16.4,0,0,0.096,0,0,353.8,0,0,53000.0,0,0,3.0,0,0,13.2,0,0,110.0,0,0,40.6,0
A05140,SOLVE071,351,361.0,A,0,8.4,0,0,0.056,0,0,277.4,0,0,58720.0,0,0,3.0,0,0,11.0,0,0,80.0,0,0,28.8,0
A04953,SOLVE071,361,371.0,A,0,5.0,0,0,0.062,0,0,224.0,0,0,46100.0,0,0,3.4,0,0,13.0,0,0,540.0,0,0,32.6,0
A04287,SOLVE071,371,381.0,A,0,11.8,0,0,0.09,0,0,1295.0,0,0,45580.0,0,0,3.0,0,0,13.0,0,0,1454.0,0,0,47.6,0
A05341,SOLVE071,381,391.0,A,0,5.4,0,0,0.05,0,0,1101.8,0,0,42840.0,0,0,3.0,0,0,10.0,0,0,314.0,0,0,39.6,0
A07583,SOLVE072,391,401.0,A,0,2.6,0,0,0.01,0,0,361.4,0,0,3640.0,0,0,77.4,0,0,10.4,0,0,628.0,0,0,13.4,0
A04633,SOLVE072,401,411.0,A,0,1.0,0,0,0.074,0,0,5054.8,0,0,8380.0,0,0,184.0,0,0,10.8,0,0,5530.0,0,0,15.0,0
A07504,SOLVE072,411,421.0,A,0,1.0,0,0,0.011,0,0,669.8,0,0,49020.0,1,0,13.0,0,0,8.8,0,0,1384.0,0,0,25.6,0
A03655,SOLVE072,421,431.0,A,0,67.6,0,0,0.128,0,0,1289.8,0,0,41300.0,0,0,15.6,0,0,9.8,0,0,14994.0,0,0,29.6,0
A07833,SOLVE072,431,441.0,A,0,1.4,0,0,0.008,0,0,471.2,0,0,13160.0,0,0,25.2,0,0,5.8,0,0,5302.0,0,0,21.2,0
A08121,SOLVE072,441,451.0,A,0,2.2,0,0,0.006,0,0,11.2,0,0,2400.0,0,0,8.8,0,0,4.8,0,0,608.0,0,0,11.0,0
A06317,SOLVE072,451,461.0,A,0,6.4,0,0,0.028,0,0,17.6,0,0,12240.0,0,0,9.0,0,0,17.4,0,0,6386.0,0,0,57.6,0
A05546,SOLVE072,461,471.0,A,0,3.6,0,0,0.044,0,0,606.8,0,0,16400.0,0,0,57.8,0,0,7.4,0,0,6564.0,0,0,24.4,0
A03841,SOLVE072,471,481.0,A,0,4.6,0,0,0.114,0,0,1310.8,0,0,39900.0,0,0,31.4,0,0,162.4,0,0,24050.0,0,0,328.6,0
A07724,SOLVE072,481,491.0,A,0,4.0,0,0,0.009,0,0,403.4,0,0,59340.0,0,0,13.0,0,0,4.8,0,0,2596.0,0,0,74.4,0
A07170,SOLVE072,491,501.0,A,0,1.6,0,0,0.015,0,0,196.4,0,0,47180.0,0,0,12.6,0,0,4.8,0,0,342.0,0,0,56.8,0
A06940,SOLVE072,501,511.0,A,0,1.0,0,0,0.018,0,0,868.0,0,0,61040.0,0,0,21.6,0,0,7.6,0,0,870.0,0,0,49.4,0
A06228,SOLVE072,511,521.0,A,0,4.6,0,0,0.03,0,0,1736.2,0,0,48580.0,0,0,57.2,0,0,30.4,0,0,3850.0,0,0,111.2,0
A06741,SOLVE072,521,531.0,A,0,1.0,0,0,0.021,0,0,435.4,0,0,63460.0,0,0,21.2,0,0,4.6,0,0,840.0,0,0,32.2,0
A07517,SOLVE072,531,541.0,A,0,1.0,0,0,0.011,0,0,634.2,0,0,49020.0,1,0,23.4,0,0,15.2,0,0,1980.0,0,0,64.4,0
A07180,SOLVE072,541,551.0,A,0,1.0,0,0,0.015,0,0,948.8,0,0,59280.0,0,0,26.2,0,0,20.2,0,0,7526.0,0,0,94.0,0
A08470,SOLVE072,551,561.0,A,0,1.4,0,1,0.0035355339059327372,0,0,818.6,0,0,24580.0,0,0,20.4,0,0,10.0,0,0,4350.0,0,0,28.8,0
A07519,SOLVE072,561,571.0,A,0,9.0,0,0,0.011,0,0,677.8,0,0,49020.0,1,0,20.8,0,0,5.2,0,0,11212.0,0,0,34.2,0
A06814,SOLVE072,571,581.0,A,0,3.2,0,0,0.02,0,0,1574.4,0,0,17780.0,0,0,67.2,0,0,9.4,0,0,4254.0,0,0,19.0,0
A07989,SOLVE072,581,591.0,A,0,1.0,0,0,0.007,0,0,622.4,0,0,28380.0,0,0,49.2,0,0,8.0,0,0,1808.0,0,0,19.6,0
A07525,SOLVE072,591,601.0,A,0,1.0,0,0,0.011,0,0,1908.0,0,0,49020.0,1,0,24.2,0,0,7.6,0,0,3436.0,0,0,28.8,0
A05920,SOLVE072,601,611.0,A,0,29.4,0,0,0.036,0,0,1744.6,0,0,53060.0,0,0,32.6,0,0,10.0,0,0,4756.0,0,0,34.8,0
A06621,SOLVE072,611,621.0,A,0,1.0,0,0,0.023,0,0,1532.0,0,0,54840.0,0,0,55.0,0,0,8.6,0,0,1678.0,0,0,22.6,0
A07996,SOLVE072,621,631.0,A,0,1.0,0,0,0.007,0,0,516.6,0,0,53280.0,0,0,22.6,0,0,5.0,0,0,478.0,0,0,24.8,0
A05715,SOLVE073,271,281.0,A,0,8.4,0,0,0.04,0,0,1072.2,0,0,49680.0,0,0,20.8,0,0,11.4,0,0,2102.0,0,0,26.6,0
A04776,SOLVE073,281,291.0,A,0,52.4,0,0,0.068,0,0,1539.0,0,0,57440.0,0,0,29.4,0,0,12.6,0,0,9884.0,0,0,29.2,0
A03241,SOLVE073,291,301.0,A,0,79.6,0,0,0.162,0,0,3065.0,0,0,91720.0,0,0,12.0,0,0,19.6,0,0,18170.0,0,0,44.6,0
A05085,SOLVE073,301,311.0,A,0,35.8,0,0,0.058,0,0,1207.4,0,0,49080.0,0,0,13.4,0,0,39.6,0,0,6694.0,0,0,86.8,0
A05628,SOLVE073,311,321.0,A,0,20.6,0,0,0.042,0,0,1155.8,0,0,46360.0,0,0,32.6,0,0,15.0,0,0,7192.0,0,0,26.0,0
A04731,SOLVE073,321,331.0,A,0,7.2,0,0,0.07,0,0,1058.2,0,0,48540.0,0,0,26.2,0,0,12.2,0,0,2828.0,0,0,24.8,0
A05027,SOLVE073,331,341.0,A,0,18.4,0,0,0.06,0,0,1144.0,0,0,60340.0,0,0,20.6,0,0,16.4,0,0,3354.0,0,0,30.4,0
A05901,SOLVE073,341,351.0,A,0,7.4,0,0,0.036,0,0,823.0,0,0,47620.0,0,0,22.6,0,0,12.8,0,0,1210.0,0,0,36.8,0
A06226,SOLVE073,351,361.0,A,0,6.0,0,0,0.03,0,0,384.2,0,0,43320.0,0,0,3.0,0,0,10.0,0,0,172.0,0,0,35.2,0
A06366,SOLVE073,361,371.0,A,0,7.6,0,0,0.027,0,0,393.8,0,0,48600.0,0,0,3.4,0,0,12.4,0,0,132.0,0,0,34.6,0
A05347,SOLVE073,371,381.0,A,0,6.2,0,0,0.05,0,0,2726.0,0,0,35480.0,0,0,7.4,0,0,11.2,0,0,1328.0,0,0,34.6,0
A05175,SOLVE074,481,491.0,A,0,5.2,0,0,0.054,0,0,3204.0,0,0,35120.0,0,0,51.0,0,0,6.4,0,0,14604.0,0,0,29.6,0
A06084,SOLVE074,491,501.0,A,0,6.2,0,0,0.032,0,0,1541.4,0,0,63520.0,0,0,98.6,0,0,4.6,0,0,29640.0,0,0,39.2,0
A06780,SOLVE074,501,511.0,A,0,8.4,0,0,0.02,0,0,1113.2,0,0,71180.0,0,0,23.8,0,0,4.0,0,0,22140.0,0,0,39.6,0
A06854,SOLVE074,511,521.0,A,0,4.8,0,0,0.019,0,0,845.0,0,0,39280.0,0,0,62.4,0,0,4.2,0,0,2448.0,0,0,39.4,0
A06910,SOLVE074,521,531.0,A,0,4.4,0,0,0.018,0,0,637.0,0,0,57840.0,0,0,27.2,0,0,4.0,0,0,942.0,0,0,31.8,0
A06647,SOLVE074,531,541.0,A,0,5.6,0,0,0.022,0,0,816.8,0,0,31920.0,0,0,22.0,0,0,4.4,0,0,7188.0,0,0,26.2,0
A05399,SOLVE074,541,551.0,A,0,10.0,0,0,0.048,0,0,1754.8,0,0,46280.0,0,0,27.4,0,0,3.0,0,0,3672.0,0,0,27.8,0
A06104,SOLVE074,551,561.0,A,0,11.2,0,0,0.032,0,0,735.8,0,0,53640.0,0,0,17.2,0,0,3.0,0,0,4990.0,0,0,28.0,0
A05993,SOLVE074,561,571.0,A,0,21.6,0,0,0.034,0,0,1092.8,0,0,32520.0,0,0,10.6,0,0,3.0,0,0,9152.0,0,0,23.4,0
A04827,SOLVE074,571,581.0,A,0,30.0,0,0,0.066,0,0,1158.0,0,0,56940.0,0,0,132.8,0,0,3.0,0,0,23472.0,0,0,26.2,0
A06112,SOLVE074,581,591.0,A,0,17.2,0,0,0.032,0,0,710.8,0,0,56960.0,0,0,15.4,0,0,3.0,0,0,9328.0,0,0,31.4,0
A04951,SOLVE074,591,601.0,A,0,18.4,0,0,0.062,0,0,1623.8,0,0,32740.0,0,0,94.2,0,0,4.4,0,0,2316.0,0,0,24.2,0
A07592,SOLVE074,601,611.0,A,0,19.8,0,0,0.01,0,0,212.6,0,0,43080.0,0,0,3.0,0,0,3.0,0,0,740.0,0,0,20.2,0
A07087,SOLVE074,611,621.0,A,0,10.8,0,0,0.016,0,0,550.0,0,0,47860.0,0,0,7.6,0,0,5.6,0,0,846.0,0,0,32.0,0
A06319,SOLVE074,621,631.0,A,0,10.6,0,0,0.028,0,0,2719.0,0,0,50320.0,0,0,34.4,0,0,3.0,0,0,4242.0,0,0,32.6,0
A07092,SOLVE074,631,641.0,A,0,7.6,0,0,0.016,0,0,619.4,0,0,48300.0,0,0,12.0,0,0,3.0,0,0,1948.0,0,0,45.4,0
A07572,SOLVE074,641,649.6,A,0,13.74418605,0,0,0.010697674,0,0,116.0465116,0,0,28830.23256,0,0,6.23255814,0,0,3.0,0,0,7208.139535,0,0,67.62790698,0
A04958,SOLVE076,281,291.0,A,0,6.8,0,0,0.062,0,0,2096.0,0,0,59180.0,0,0,17.4,0,0,14.0,0,0,2730.0,0,0,31.0,0
A04903,SOLVE076,291,301.0,A,0,5.6,0,0,0.064,0,0,2160.0,0,0,63640.0,0,0,22.6,0,0,14.2,0,0,2544.0,0,0,31.6,0
A06225,SOLVE076,301,311.0,A,0,10.2,0,0,0.03,0,0,1132.0,0,0,45180.0,0,0,43.2,0,0,13.6,0,0,1686.0,0,0,38.4,0
A05146,SOLVE076,311,321.0,A,0,3.2,0,0,0.056,0,0,1452.0,0,0,41500.0,0,0,21.8,0,0,10.4,0,0,2932.0,0,0,23.2,0
A03619,SOLVE076,321,331.0,A,0,4.2,0,0,0.132,0,0,1302.0,0,0,58980.0,0,0,15.4,0,0,18.4,0,0,14872.0,0,0,32.0,0
A05090,SOLVE076,331,341.0,A,0,23.4,0,0,0.058,0,0,471.2,0,0,33980.0,0,0,9.2,0,0,10.2,0,0,4462.0,0,0,34.0,0
A04693,SOLVE076,341,351.0,A,0,4.8,0,0,0.072,0,0,876.2,0,0,61640.0,0,0,15.0,0,0,11.8,0,0,3562.0,0,0,38.6,0
A04790,SOLVE076,351,361.0,A,0,7.6,0,0,0.068,0,0,1274.2,0,0,66200.0,0,0,19.6,0,0,16.0,0,0,6346.0,0,0,38.6,0
A03809,SOLVE076,361,371.0,A,0,4.8,0,0,0.116,0,0,1855.6,0,0,68320.0,0,0,42.6,0,0,13.6,0,0,2364.0,0,0,36.4,0
A05276,SOLVE076,371,381.0,A,0,6.6,0,0,0.052,0,0,781.6,0,0,60540.0,0,0,7.0,0,0,10.8,0,0,522.0,0,0,43.8,0
A05033,SOLVE076,381,391.0,A,0,4.0,0,0,0.06,0,0,1491.0,0,0,71260.0,0,0,9.2,0,0,18.4,0,0,1368.0,0,0,45.6,0
A04296,SOLVE076,391,400.2,A,0,4.043478261,0,0,0.089130435,0,0,2025.869565,0,0,62808.69565,0,0,16.26086957,0,0,19.08695652,0,0,3436.956522,0,0,44.0,0
A08136,SOLVE077,351,361.0,A,0,14.4,0,0,0.006,0,0,455.0,0,0,44560.0,0,0,3.0,0,0,14.2,0,0,22246.0,0,0,35.4,0
A06875,SOLVE077,361,371.0,A,0,9.8,0,0,0.019,0,0,342.0,0,0,19680.0,0,0,3.0,0,0,13.8,0,0,10976.0,0,0,29.2,0
A08448,SOLVE077,371,381.0,A,0,7.8,0,1,0.0035355339059327372,0,0,181.4,0,0,7200.0,0,0,3.0,0,0,11.0,0,0,1854.0,0,0,22.6,0
A06876,SOLVE077,381,391.0,A,0,13.6,0,0,0.019,0,0,679.0,0,0,23540.0,0,0,4.4,0,0,10.8,0,0,8408.0,0,0,51.8,0
A05208,SOLVE077,391,401.0,A,0,57.4,0,0,0.054,0,0,1378.0,0,0,39100.0,0,0,13.4,0,0,7.0,0,0,18780.0,0,0,39.0,0
A04735,SOLVE077,401,411.0,A,0,8.4,0,0,0.07,0,0,1264.8,0,0,38180.0,0,0,28.4,0,0,3.0,0,0,5960.0,0,0,26.4,0
A06022,SOLVE077,411,421.0,A,0,5.6,0,0,0.034,0,0,465.8,0,0,17340.0,0,0,13.2,0,0,3.8,0,0,2274.0,0,0,20.4,0
A06437,SOLVE077,421,431.0,A,0,8.8,0,0,0.026,0,0,696.8,0,0,20080.0,0,0,11.0,0,0,10.0,0,0,1962.0,0,0,30.4,0
A05911,SOLVE077,431,441.0,A,0,10.2,0,0,0.036,0,0,1104.8,0,0,22580.0,0,0,12.6,0,0,3.0,0,0,1832.0,0,0,30.0,0
A06439,SOLVE077,441,451.0,A,0,6.8,0,0,0.026,0,0,669.2,0,0,18460.0,0,0,43.6,0,0,5.8,0,0,2092.0,0,0,58.2,0
A06235,SOLVE077,451,461.0,A,0,8.6,0,0,0.03,0,0,618.4,0,0,29480.0,0,0,12.0,0,0,3.0,0,0,1494.0,0,0,51.6,0
A05210,SOLVE077,461,471.0,A,0,7.2,0,0,0.054,0,0,2736.0,0,0,41520.0,0,0,19.0,0,0,3.0,0,0,2484.0,0,0,34.2,0
A06444,SOLVE077,471,481.0,A,0,7.2,0,0,0.026,0,0,493.8,0,0,53100.0,0,0,7.2,0,0,3.0,0,0,534.0,0,0,27.6,0
A06816,SOLVE077,481,491.0,A,0,13.2,0,0,0.02,0,0,217.8,0,0,50060.0,0,0,4.8,0,0,3.4,0,0,15030.0,0,0,58.6,0
A07385,SOLVE077,491,499.2,A,0,9.2,1,0,0.027,1,0,396.70000000000005,1,0,49020.0,1,0,4.4,1,0,4.6,1,0,3636.0,1,0,38.2,1
A06658,SOLVE078,381,391.0,A,0,12.4,0,0,0.022,0,0,822.4,0,0,42120.0,0,0,7.4,0,0,7.8,0,0,2762.0,0,0,28.0,0
A06312,SOLVE078,391,401.0,A,0,29.0,0,0,0.028,0,0,406.0,0,0,42900.0,0,0,5.0,0,0,7.2,0,0,7152.0,0,0,39.0,0
A05895,SOLVE078,401,411.0,A,0,150.2,0,0,0.036,0,0,1178.4,0,0,63280.0,0,0,10.6,0,0,10.8,0,0,33600.0,0,0,45.4,0
A05719,SOLVE078,411,421.0,A,0,88.2,0,0,0.04,0,0,1674.0,0,0,125420.0,0,0,16.0,0,0,14.2,0,0,33036.0,0,0,42.0,0
A06661,SOLVE078,421,431.0,A,0,119.6,0,0,0.022,0,0,269.6,0,0,64780.0,0,0,7.6,0,0,14.0,0,0,26572.0,0,0,40.0,0
A06117,SOLVE078,431,441.0,A,0,8.6,0,0,0.032,0,0,1713.8,0,0,53460.0,0,0,9.6,0,0,10.8,0,0,9264.0,0,0,30.0,0
A06931,SOLVE078,441,451.0,A,0,59.4,0,0,0.018,0,0,633.0,0,0,53040.0,0,0,3.8,0,0,14.2,0,0,38340.0,0,0,30.0,0
A07420,SOLVE078,451,461.0,A,0,5.6,0,0,0.012,0,0,780.6,0,0,21380.0,0,0,6.0,0,0,9.2,0,0,5476.0,0,0,24.6,0
A06937,SOLVE078,461,471.0,A,0,5.4,0,0,0.018,0,0,1789.4,0,0,22460.0,0,0,9.2,0,0,8.4,0,0,7828.0,0,0,27.6,0
A06498,SOLVE078,471,481.0,A,0,7.0,0,0,0.025,0,0,2258.8,0,0,22420.0,0,0,9.6,0,0,7.2,0,0,4412.0,0,0,28.8,0
A05413,SOLVE078,481,491.0,A,0,13.6,0,0,0.048,0,0,1204.4,0,0,20920.0,0,0,12.4,0,0,46.6,0,0,7670.0,0,0,53.6,0
A03063,SOLVE078,491,501.0,A,0,39.8,0,0,0.18,0,0,1477.4,0,0,27980.0,0,0,23.8,0,0,17.8,0,0,11024.0,0,0,40.2,0
A06166,SOLVE078,501,511.0,A,0,10.8,0,0,0.031,0,0,1544.0,0,0,41440.0,0,0,13.6,0,0,14.2,0,0,3932.0,0,0,49.0,0
A05734,SOLVE078,511,521.0,A,0,16.6,0,0,0.04,0,0,1409.8,0,0,68060.0,0,0,6.4,0,0,28.8,0,0,6848.0,0,0,133.8,0
A07019,SOLVE078,521,531.0,A,0,15.6,0,0,0.017,0,0,909.8,0,0,48320.0,0,0,26.0,0,0,12.2,0,0,7540.0,0,0,99.6,0
A06617,SOLVE078,531,541.0,A,0,11.8,0,0,0.023,0,0,348.0,0,0,44320.0,0,0,5.8,0,0,19.8,0,0,1534.0,0,0,49.0,0
A08478,SOLVE078,541,551.0,A,0,9.0,0,1,0.0035355339059327372,0,0,44.6,0,0,35680.0,0,0,43.8,0,0,6.8,0,0,3922.0,0,0,66.0,0
A08481,SOLVE078,551,561.0,A,0,6.4,0,1,0.0035355339059327372,0,0,292.4,0,0,38720.0,0,0,3.6,0,0,4.2,0,0,216.0,0,0,26.6,0
A06917,SOLVE079,321,331.0,A,0,2.8,0,0,0.018,0,0,1134.6,0,0,26940.0,0,0,44.4,0,0,6.2,0,0,1114.0,0,0,26.6,0
A06491,SOLVE079,331,341.0,A,0,2.4,0,0,0.025,0,0,1071.0,0,0,43080.0,0,0,18.0,0,0,14.6,0,0,850.0,0,0,29.4,0
