Unique_ID,holeid,from,to,As,Au,Pb,Fe,Mo,Cu,S,Zn,Class,As_raw,As_trunc_flag,As_clean,As_missing_flag,Au_raw,Au_trunc_flag,Au_clean,Au_missing_flag,Pb_raw,Pb_trunc_flag,Pb_clean,Pb_missing_flag,Fe_raw,Fe_trunc_flag,Fe_clean,Fe_missing_flag,Mo_raw,Mo_trunc_flag,Mo_clean,Mo_missing_flag,Cu_raw,Cu_trunc_flag,Cu_clean,Cu_missing_flag,S_raw,S_trunc_flag,S_clean,S_missing_flag,Zn_raw,Zn_trunc_flag,Zn_clean,Zn_missing_flag
A06436,SOLVE041,451,461.0,,0.026,434.4,29840.0,40.6,1.0,7150.0,71.0,A,nan,0,9.2,1,0.026,0,0.026,0,434.4,0,434.4,0,29840.0,0,29840.0,0,40.6,0,40.6,0,1.0,0,1.0,0,7150.0,0,7150.0,0,71.0,0,71.0,0
A04904,SOLVE041,461,471.0,,0.064,1461.2,43120.0,78.0,1.6,3780.0,52.2,A,nan,0,9.2,1,0.064,0,0.064,0,1461.2,0,1461.2,0,43120.0,0,43120.0,0,78.0,0,78.0,0,1.6,0,1.6,0,3780.0,0,3780.0,0,52.2,0,52.2,0
A05556,SOLVE041,471,481.0,,0.044,816.0,70280.0,49.6,1.0,413.0,31.0,A,nan,0,9.2,1,0.044,0,0.044,0,816.0,0,816.0,0,70280.0,0,70280.0,0,49.6,0,49.6,0,1.0,0,1.0,0,413.0,0,413.0,0,31.0,0,31.0,0
A06434,SOLVE041,481,491.0,,0.026,576.0,70120.0,19.4,1.0,381.0,33.2,A,nan,0,9.2,1,0.026,0,0.026,0,576.0,0,576.0,0,70120.0,0,70120.0,0,19.4,0,19.4,0,1.0,0,1.0,0,381.0,0,381.0,0,33.2,0,33.2,0
A07341,SOLVE041,491,501.0,,0.013,186.6,70440.0,6.8,1.0,94.0,39.4,A,nan,0,9.2,1,0.013,0,0.013,0,186.6,0,186.6,0,70440.0,0,70440.0,0,6.8,0,6.8,0,1.0,0,1.0,0,94.0,0,94.0,0,39.4,0,39.4,0
A06677,SOLVE041,501,511.0,,0.022,912.0,59840.0,30.6,48.8,2920.0,60.4,A,nan,0,9.2,1,0.022,0,0.022,0,912.0,0,912.0,0,59840.0,0,59840.0,0,30.6,0,30.6,0,48.8,0,48.8,0,2920.0,0,2920.0,0,60.4,0,60.4,0
A07014,SOLVE041,511,521.0,,0.017,208.2,63400.0,18.6,13.4,3805.0,122.6,A,nan,0,9.2,1,0.017,0,0.017,0,208.2,0,208.2,0,63400.0,0,63400.0,0,18.6,0,18.6,0,13.4,0,13.4,0,3805.0,0,3805.0,0,122.6,0,122.6,0
A05091,SOLVE041,521,531.0,,0.058,562.0,60400.0,16.4,176.8,31170.0,343.4,A,nan,0,9.2,1,0.058,0,0.058,0,562.0,0,562.0,0,60400.0,0,60400.0,0,16.4,0,16.4,0,176.8,0,176.8,0,31170.0,0,31170.0,0,343.4,0,343.4,0
A05440,SOLVE041,531,541.0,,0.047,446.0,49900.0,15.8,244.0,8910.0,513.4,A,nan,0,9.2,1,0.047,0,0.047,0,446.0,0,446.0,0,49900.0,0,49900.0,0,15.8,0,15.8,0,244.0,0,244.0,0,8910.0,0,8910.0,0,513.4,0,513.4,0
A07258,SOLVE041,541,551.0,,0.014,358.0,49360.0,18.4,2.0,754.0,10.8,A,nan,0,9.2,1,0.014,0,0.014,0,358.0,0,358.0,0,49360.0,0,49360.0,0,18.4,0,18.4,0,2.0,0,2.0,0,754.0,0,754.0,0,10.8,0,10.8,0
A07251,SOLVE041,551,561.0,,0.014,453.0,45580.0,7.6,3.6,1106.0,14.4,A,nan,0,9.2,1,0.014,0,0.014,0,453.0,0,453.0,0,45580.0,0,45580.0,0,7.6,0,7.6,0,3.6,0,3.6,0,1106.0,0,1106.0,0,14.4,0,14.4,0
A06365,SOLVE041,561,571.0,,0.027,529.0,63920.0,38.0,1.6,631.0,12.0,A,nan,0,9.2,1,0.027,0,0.027,0,529.0,0,529.0,0,63920.0,0,63920.0,0,38.0,0,38.0,0,1.6,0,1.6,0,631.0,0,631.0,0,12.0,0,12.0,0
A06738,SOLVE041,571,581.0,,0.021,868.0,54360.0,98.6,1.6,1160.0,30.6,A,nan,0,9.2,1,0.021,0,0.021,0,868.0,0,868.0,0,54360.0,0,54360.0,0,98.6,0,98.6,0,1.6,0,1.6,0,1160.0,0,1160.0,0,30.6,0,30.6,0
A07246,SOLVE041,581,591.0,,0.014,377.0,66700.0,53.4,1.6,298.0,13.2,A,nan,0,9.2,1,0.014,0,0.014,0,377.0,0,377.0,0,66700.0,0,66700.0,0,53.4,0,53.4,0,1.6,0,1.6,0,298.0,0,298.0,0,13.2,0,13.2,0
A06010,SOLVE041,591,601.0,,0.034,530.0,59060.0,74.4,2.6,2870.0,23.2,A,nan,0,9.2,1,0.034,0,0.034,0,530.0,0,530.0,0,59060.0,0,59060.0,0,74.4,0,74.4,0,2.6,0,2.6,0,2870.0,0,2870.0,0,23.2,0,23.2,0
A06115,SOLVE041,601,611.0,,0.032,293.6,44820.0,79.8,1.0,4320.0,29.4,A,nan,0,9.2,1,0.032,0,0.032,0,293.6,0,293.6,0,44820.0,0,44820.0,0,79.8,0,79.8,0,1.0,0,1.0,0,4320.0,0,4320.0,0,29.4,0,29.4,0
A06610,SOLVE041,611,621.0,,0.023,358.0,53320.0,32.0,7.4,5546.0,43.6,A,nan,0,9.2,1,0.023,0,0.023,0,358.0,0,358.0,0,53320.0,0,53320.0,0,32.0,0,32.0,0,7.4,0,7.4,0,5546.0,0,5546.0,0,43.6,0,43.6,0
A06163,SOLVE041,621,631.0,,0.031,676.0,46500.0,88.6,1.6,1196.0,18.8,A,nan,0,9.2,1,0.031,0,0.031,0,676.0,0,676.0,0,46500.0,0,46500.0,0,88.6,0,88.6,0,1.6,0,1.6,0,1196.0,0,1196.0,0,18.8,0,18.8,0
A06311,SOLVE041,631,641.0,,0.028,502.0,45880.0,17.8,1.6,401.0,23.2,A,nan,0,9.2,1,0.028,0,0.028,0,502.0,0,502.0,0,45880.0,0,45880.0,0,17.8,0,17.8,0,1.6,0,1.6,0,401.0,0,401.0,0,23.2,0,23.2,0
A06411,SOLVE041,641,651.0,,0.026,810.0,47820.0,22.2,1.6,592.0,22.6,A,nan,0,9.2,1,0.026,0,0.026,0,810.0,0,810.0,0,47820.0,0,47820.0,0,22.2,0,22.2,0,1.6,0,1.6,0,592.0,0,592.0,0,22.6,0,22.6,0
A06730,SOLVE041,651,661.0,,0.021,486.0,65140.0,16.4,1.0,86.0,32.6,A,nan,0,9.2,1,0.021,0,0.021,0,486.0,0,486.0,0,65140.0,0,65140.0,0,16.4,0,16.4,0,1.0,0,1.0,0,86.0,0,86.0,0,32.6,0,32.6,0
A05708,SOLVE041,661,671.0,,0.04,936.0,56440.0,119.2,1.0,789.0,45.0,A,nan,0,9.2,1,0.04,0,0.04,0,936.0,0,936.0,0,56440.0,0,56440.0,0,119.2,0,119.2,0,1.0,0,1.0,0,789.0,0,789.0,0,45.0,0,45.0,0
A06405,SOLVE041,671,681.0,,0.026,754.0,67880.0,51.0,1.0,444.0,36.4,A,nan,0,9.2,1,0.026,0,0.026,0,754.0,0,754.0,0,67880.0,0,67880.0,0,51.0,0,51.0,0,1.0,0,1.0,0,444.0,0,444.0,0,36.4,0,36.4,0
A03085,SOLVE041,681,691.0,,0.178,2126.0,84220.0,100.6,1.0,1864.0,34.6,A,nan,0,9.2,1,0.178,0,0.178,0,2126.0,0,2126.0,0,84220.0,0,84220.0,0,100.6,0,100.6,0,1.0,0,1.0,0,1864.0,0,1864.0,0,34.6,0,34.6,0
A05584,SOLVE041,691,701.0,,0.043,662.0,64740.0,45.2,1.0,370.0,26.8,A,nan,0,9.2,1,0.043,0,0.043,0,662.0,0,662.0,0,64740.0,0,64740.0,0,45.2,0,45.2,0,1.0,0,1.0,0,370.0,0,370.0,0,26.8,0,26.8,0
A03550,SOLVE041,701,711.0,,0.136,1468.0,53200.0,133.4,9.8,2650.0,65.2,A,nan,0,9.2,1,0.136,0,0.136,0,1468.0,0,1468.0,0,53200.0,0,53200.0,0,133.4,0,133.4,0,9.8,0,9.8,0,2650.0,0,2650.0,0,65.2,0,65.2,0
A05848,SOLVE041,711,721.0,,0.037,1182.0,59220.0,175.2,1.0,2912.0,38.2,A,nan,0,9.2,1,0.037,0,0.037,0,1182.0,0,1182.0,0,59220.0,0,59220.0,0,175.2,0,175.2,0,1.0,0,1.0,0,2912.0,0,2912.0,0,38.2,0,38.2,0
A05180,SOLVE041,721,731.0,,0.054,1412.0,66720.0,27.8,1.0,1060.0,28.0,A,nan,0,9.2,1,0.054,0,0.054,0,1412.0,0,1412.0,0,66720.0,0,66720.0,0,27.8,0,27.8,0,1.0,0,1.0,0,1060.0,0,1060.0,0,28.0,0,28.0,0
A04871,SOLVE041,731,741.0,,0.064,2018.0,68280.0,139.6,1.0,2010.0,31.0,A,nan,0,9.2,1,0.064,0,0.064,0,2018.0,0,2018.0,0,68280.0,0,68280.0,0,139.6,0,139.6,0,1.0,0,1.0,0,2010.0,0,2010.0,0,31.0,0,31.0,0
A07709,SOLVE041,1351,1361.0,,0.009,74.6,44260.0,8.6,1.6,2530.0,53.8,A,nan,0,9.2,1,0.009,0,0.009,0,74.6,0,74.6,0,44260.0,0,44260.0,0,8.6,0,8.6,0,1.6,0,1.6,0,2530.0,0,2530.0,0,53.8,0,53.8,0
A07832,SOLVE041,1361,1371.0,,0.008,67.0,31500.0,1.0,1.0,1203.0,31.4,A,nan,0,9.2,1,0.008,0,0.008,0,67.0,0,67.0,0,31500.0,0,31500.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1203.0,0,1203.0,0,31.4,0,31.4,0
A06868,SOLVE041,1371,1381.0,,0.019,155.2,41260.0,1.4,4.2,2412.0,33.6,A,nan,0,9.2,1,0.019,0,0.019,0,155.2,0,155.2,0,41260.0,0,41260.0,0,1.4,0,1.4,0,4.2,0,4.2,0,2412.0,0,2412.0,0,33.6,0,33.6,0
A07587,SOLVE041,1381,1391.0,,0.01,127.0,37920.0,1.8,1.0,4340.0,33.2,A,nan,0,9.2,1,0.01,0,0.01,0,127.0,0,127.0,0,37920.0,0,37920.0,0,1.8,0,1.8,0,1.0,0,1.0,0,4340.0,0,4340.0,0,33.2,0,33.2,0
A07697,SOLVE041,1391,1399.4,,0.009761905,13.33333333,38419.04762,1.0,1.0,1383.333333,27.38095238,A,nan,0,9.2,1,0.009761905,0,0.009761905,0,13.33333333,0,13.33333333,0,38419.04762,0,38419.04762,0,1.0,0,1.0,0,1.0,0,1.0,0,1383.333333,0,1383.333333,0,27.38095238,0,27.38095238,0
A03288,SOLVE042,931,941.0,,0.158,3288.0,33860.0,104.4,6.8,16880.0,16.6,A,nan,0,9.2,1,0.158,0,0.158,0,3288.0,0,3288.0,0,33860.0,0,33860.0,0,104.4,0,104.4,0,6.8,0,6.8,0,16880.0,0,16880.0,0,16.6,0,16.6,0
A04017,SOLVE042,941,951.0,,0.104,1236.0,37600.0,25.6,4.8,18960.0,14.2,A,nan,0,9.2,1,0.104,0,0.104,0,1236.0,0,1236.0,0,37600.0,0,37600.0,0,25.6,0,25.6,0,4.8,0,4.8,0,18960.0,0,18960.0,0,14.2,0,14.2,0
A02306,SOLVE042,951,961.0,,0.274,2254.0,43480.0,62.0,5.8,20060.0,16.6,A,nan,0,9.2,1,0.274,0,0.274,0,2254.0,0,2254.0,0,43480.0,0,43480.0,0,62.0,0,62.0,0,5.8,0,5.8,0,20060.0,0,20060.0,0,16.6,0,16.6,0
A02866,SOLVE042,961,971.0,,0.202,1668.0,50940.0,31.0,5.2,13980.0,15.6,A,nan,0,9.2,1,0.202,0,0.202,0,1668.0,0,1668.0,0,50940.0,0,50940.0,0,31.0,0,31.0,0,5.2,0,5.2,0,13980.0,0,13980.0,0,15.6,0,15.6,0
A03833,SOLVE042,971,981.0,,0.114,892.0,47820.0,13.2,2.8,4750.0,13.4,A,nan,0,9.2,1,0.114,0,0.114,0,892.0,0,892.0,0,47820.0,0,47820.0,0,13.2,0,13.2,0,2.8,0,2.8,0,4750.0,0,4750.0,0,13.4,0,13.4,0
A04199,SOLVE042,981,991.0,,0.094,768.0,54420.0,14.0,5.4,26680.0,13.6,A,nan,0,9.2,1,0.094,0,0.094,0,768.0,0,768.0,0,54420.0,0,54420.0,0,14.0,0,14.0,0,5.4,0,5.4,0,26680.0,0,26680.0,0,13.6,0,13.6,0
A04680,SOLVE042,991,1001.0,,0.072,265.0,62740.0,2.8,26.8,13370.0,682.6,A,nan,0,9.2,1,0.072,0,0.072,0,265.0,0,265.0,0,62740.0,0,62740.0,0,2.8,0,2.8,0,26.8,0,26.8,0,13370.0,0,13370.0,0,682.6,0,682.6,0
A04297,SOLVE042,1001,1011.0,,0.089,500.0,58000.0,1.0,5.6,23180.0,25.4,A,nan,0,9.2,1,0.089,0,0.089,0,500.0,0,500.0,0,58000.0,0,58000.0,0,1.0,0,1.0,0,5.6,0,5.6,0,23180.0,0,23180.0,0,25.4,0,25.4,0
A05192,SOLVE042,1011,1021.0,,0.054,117.0,57800.0,4.2,6.4,47720.0,28.6,A,nan,0,9.2,1,0.054,0,0.054,0,117.0,0,117.0,0,57800.0,0,57800.0,0,4.2,0,4.2,0,6.4,0,6.4,0,47720.0,0,47720.0,0,28.6,0,28.6,0
A05019,SOLVE042,1021,1031.0,,0.06,194.6,57020.0,3.0,8.4,44900.0,23.8,A,nan,0,9.2,1,0.06,0,0.06,0,194.6,0,194.6,0,57020.0,0,57020.0,0,3.0,0,3.0,0,8.4,0,8.4,0,44900.0,0,44900.0,0,23.8,0,23.8,0
A03873,SOLVE042,1031,1041.0,,0.112,745.0,63120.0,4.6,7.6,44520.0,21.8,A,nan,0,9.2,1,0.112,0,0.112,0,745.0,0,745.0,0,63120.0,0,63120.0,0,4.6,0,4.6,0,7.6,0,7.6,0,44520.0,0,44520.0,0,21.8,0,21.8,0
A05893,SOLVE042,1041,1051.0,,0.036,242.4,58880.0,5.0,41.0,36420.0,26.8,A,nan,0,9.2,1,0.036,0,0.036,0,242.4,0,242.4,0,58880.0,0,58880.0,0,5.0,0,5.0,0,41.0,0,41.0,0,36420.0,0,36420.0,0,26.8,0,26.8,0
A06867,SOLVE042,1051,1061.0,,0.019,152.6,61920.0,4.8,6.0,43460.0,25.6,A,nan,0,9.2,1,0.019,0,0.019,0,152.6,0,152.6,0,61920.0,0,61920.0,0,4.8,0,4.8,0,6.0,0,6.0,0,43460.0,0,43460.0,0,25.6,0,25.6,0
A07080,SOLVE042,1061,1071.0,,0.016,144.2,57380.0,4.2,7.4,40500.0,78.2,A,nan,0,9.2,1,0.016,0,0.016,0,144.2,0,144.2,0,57380.0,0,57380.0,0,4.2,0,4.2,0,7.4,0,7.4,0,40500.0,0,40500.0,0,78.2,0,78.2,0
A07242,SOLVE042,1071,1081.0,,0.014,62.8,62140.0,3.8,8.8,47440.0,29.0,A,nan,0,9.2,1,0.014,0,0.014,0,62.8,0,62.8,0,62140.0,0,62140.0,0,3.8,0,3.8,0,8.8,0,8.8,0,47440.0,0,47440.0,0,29.0,0,29.0,0
A07718,SOLVE042,1081,1091.0,,0.009,206.2,62000.0,4.2,26.2,35820.0,32.0,A,nan,0,9.2,1,0.009,0,0.009,0,206.2,0,206.2,0,62000.0,0,62000.0,0,4.2,0,4.2,0,26.2,0,26.2,0,35820.0,0,35820.0,0,32.0,0,32.0,0
A07329,SOLVE042,1091,1101.0,,0.013,133.6,56180.0,4.4,7.4,18690.0,37.0,A,nan,0,9.2,1,0.013,0,0.013,0,133.6,0,133.6,0,56180.0,0,56180.0,0,4.4,0,4.4,0,7.4,0,7.4,0,18690.0,0,18690.0,0,37.0,0,37.0,0
A05760,SOLVE042,1101,1111.0,,0.039,145.8,45420.0,4.0,9.6,8610.0,38.2,A,nan,0,9.2,1,0.039,0,0.039,0,145.8,0,145.8,0,45420.0,0,45420.0,0,4.0,0,4.0,0,9.6,0,9.6,0,8610.0,0,8610.0,0,38.2,0,38.2,0
A06935,SOLVE042,1111,1121.0,,0.018,42.6,23120.0,3.4,14.0,2440.0,34.4,A,nan,0,9.2,1,0.018,0,0.018,0,42.6,0,42.6,0,23120.0,0,23120.0,0,3.4,0,3.4,0,14.0,0,14.0,0,2440.0,0,2440.0,0,34.4,0,34.4,0
A06549,SOLVE042,1121,1131.0,,0.024,52.2,30960.0,4.4,6.2,285.0,20.8,A,nan,0,9.2,1,0.024,0,0.024,0,52.2,0,52.2,0,30960.0,0,30960.0,0,4.4,0,4.4,0,6.2,0,6.2,0,285.0,0,285.0,0,20.8,0,20.8,0
A05730,SOLVE042,1131,1141.0,,0.04,151.8,49280.0,2.8,6.8,713.0,34.6,A,nan,0,9.2,1,0.04,0,0.04,0,151.8,0,151.8,0,49280.0,0,49280.0,0,2.8,0,2.8,0,6.8,0,6.8,0,713.0,0,713.0,0,34.6,0,34.6,0
A06740,SOLVE042,1141,1151.0,,0.021,126.0,42640.0,3.2,7.6,453.0,33.6,A,nan,0,9.2,1,0.021,0,0.021,0,126.0,0,126.0,0,42640.0,0,42640.0,0,3.2,0,3.2,0,7.6,0,7.6,0,453.0,0,453.0,0,33.6,0,33.6,0
A07094,SOLVE042,1151,1161.0,,0.016,163.4,37800.0,3.2,3.0,312.0,30.2,A,nan,0,9.2,1,0.016,0,0.016,0,163.4,0,163.4,0,37800.0,0,37800.0,0,3.2,0,3.2,0,3.0,0,3.0,0,312.0,0,312.0,0,30.2,0,30.2,0
A04914,SOLVE043,161,171.0,,0.064,378.0,77340.0,2.6,1.6,8600.0,59.2,B,nan,0,9.2,1,0.064,0,0.064,0,378.0,0,378.0,0,77340.0,0,77340.0,0,2.6,0,2.6,0,1.6,0,1.6,0,8600.0,0,8600.0,0,59.2,0,59.2,0
A05429,SOLVE043,171,181.0,,0.048,294.0,51200.0,1.8,1.0,8210.0,46.0,B,nan,0,9.2,1,0.048,0,0.048,0,294.0,0,294.0,0,51200.0,0,51200.0,0,1.8,0,1.8,0,1.0,0,1.0,0,8210.0,0,8210.0,0,46.0,0,46.0,0
A05428,SOLVE043,181,191.0,,0.048,224.0,95720.0,3.0,10.2,17999.0,84.2,B,nan,0,9.2,1,0.048,0,0.048,0,224.0,0,224.0,0,95720.0,0,95720.0,0,3.0,0,3.0,0,10.2,0,10.2,0,17999.0,0,17999.0,0,84.2,0,84.2,0
A05216,SOLVE043,191,201.0,,0.054,222.6,51880.0,2.6,12.4,9450.0,58.8,B,nan,0,9.2,1,0.054,0,0.054,0,222.6,0,222.6,0,51880.0,0,51880.0,0,2.6,0,2.6,0,12.4,0,12.4,0,9450.0,0,9450.0,0,58.8,0,58.8,0
A05744,SOLVE043,201,211.0,,0.04,220.0,29280.0,2.8,9.6,7540.0,37.6,B,nan,0,9.2,1,0.04,0,0.04,0,220.0,0,220.0,0,29280.0,0,29280.0,0,2.8,0,2.8,0,9.6,0,9.6,0,7540.0,0,7540.0,0,37.6,0,37.6,0
A05283,SOLVE043,211,221.0,,0.052,129.8,66940.0,3.6,3.0,3656.0,41.4,B,nan,0,9.2,1,0.052,0,0.052,0,129.8,0,129.8,0,66940.0,0,66940.0,0,3.6,0,3.6,0,3.0,0,3.0,0,3656.0,0,3656.0,0,41.4,0,41.4,0
A04913,SOLVE043,221,231.0,,0.064,166.8,64160.0,3.0,9.6,4228.0,33.0,B,nan,0,9.2,1,0.064,0,0.064,0,166.8,0,166.8,0,64160.0,0,64160.0,0,3.0,0,3.0,0,9.6,0,9.6,0,4228.0,0,4228.0,0,33.0,0,33.0,0
A03734,SOLVE043,231,241.0,,0.122,818.0,60120.0,5.6,9.2,24410.0,25.4,B,nan,0,9.2,1,0.122,0,0.122,0,818.0,0,818.0,0,60120.0,0,60120.0,0,5.6,0,5.6,0,9.2,0,9.2,0,24410.0,0,24410.0,0,25.4,0,25.4,0
A04603,SOLVE043,241,251.0,,0.076,399.0,41220.0,3.6,6.4,2026.0,34.0,B,nan,0,9.2,1,0.076,0,0.076,0,399.0,0,399.0,0,41220.0,0,41220.0,0,3.6,0,3.6,0,6.4,0,6.4,0,2026.0,0,2026.0,0,34.0,0,34.0,0
A04293,SOLVE043,251,261.0,,0.09,602.0,55180.0,7.8,6.4,1530.0,31.8,B,nan,0,9.2,1,0.09,0,0.09,0,602.0,0,602.0,0,55180.0,0,55180.0,0,7.8,0,7.8,0,6.4,0,6.4,0,1530.0,0,1530.0,0,31.8,0,31.8,0
A05152,SOLVE043,261,271.0,,0.056,532.0,49640.0,13.6,4.6,948.0,30.4,B,nan,0,9.2,1,0.056,0,0.056,0,532.0,0,532.0,0,49640.0,0,49640.0,0,13.6,0,13.6,0,4.6,0,4.6,0,948.0,0,948.0,0,30.4,0,30.4,0
A04292,SOLVE043,271,281.0,,0.09,296.0,46700.0,14.6,6.2,1206.0,37.0,A,nan,0,9.2,1,0.09,0,0.09,0,296.0,0,296.0,0,46700.0,0,46700.0,0,14.6,0,14.6,0,6.2,0,6.2,0,1206.0,0,1206.0,0,37.0,0,37.0,0
A05832,SOLVE043,281,291.0,,0.038,149.6,56020.0,5.8,2.4,474.0,29.2,A,nan,0,9.2,1,0.038,0,0.038,0,149.6,0,149.6,0,56020.0,0,56020.0,0,5.8,0,5.8,0,2.4,0,2.4,0,474.0,0,474.0,0,29.2,0,29.2,0
A04032,SOLVE043,291,301.0,,0.104,432.0,65860.0,5.4,9.6,2920.0,57.6,A,nan,0,9.2,1,0.104,0,0.104,0,432.0,0,432.0,0,65860.0,0,65860.0,0,5.4,0,5.4,0,9.6,0,9.6,0,2920.0,0,2920.0,0,57.6,0,57.6,0
A05095,SOLVE043,301,311.0,,0.058,516.0,30660.0,12.4,22.6,2940.0,25.8,A,nan,0,9.2,1,0.058,0,0.058,0,516.0,0,516.0,0,30660.0,0,30660.0,0,12.4,0,12.4,0,22.6,0,22.6,0,2940.0,0,2940.0,0,25.8,0,25.8,0
A04111,SOLVE043,311,321.0,,0.1,669.0,30460.0,73.2,18.4,22570.0,38.4,A,nan,0,9.2,1,0.1,0,0.1,0,669.0,0,669.0,0,30460.0,0,30460.0,0,73.2,0,73.2,0,18.4,0,18.4,0,22570.0,0,22570.0,0,38.4,0,38.4,0
A05739,SOLVE043,321,331.0,,0.04,68.4,27740.0,8.4,3.0,1980.0,54.2,A,nan,0,9.2,1,0.04,0,0.04,0,68.4,0,68.4,0,27740.0,0,27740.0,0,8.4,0,8.4,0,3.0,0,3.0,0,1980.0,0,1980.0,0,54.2,0,54.2,0
A04912,SOLVE043,331,341.0,,0.064,390.2,50480.0,9.8,4.2,658.0,27.4,A,nan,0,9.2,1,0.064,0,0.064,0,390.2,0,390.2,0,50480.0,0,50480.0,0,9.8,0,9.8,0,4.2,0,4.2,0,658.0,0,658.0,0,27.4,0,27.4,0
A04911,SOLVE043,341,351.0,,0.064,468.2,38500.0,15.6,5.2,2230.0,39.6,A,nan,0,9.2,1,0.064,0,0.064,0,468.2,0,468.2,0,38500.0,0,38500.0,0,15.6,0,15.6,0,5.2,0,5.2,0,2230.0,0,2230.0,0,39.6,0,39.6,0
A04516,SOLVE043,351,361.0,,0.08,1172.0,46540.0,18.2,2.8,15760.0,58.8,A,nan,0,9.2,1,0.08,0,0.08,0,1172.0,0,1172.0,0,46540.0,0,46540.0,0,18.2,0,18.2,0,2.8,0,2.8,0,15760.0,0,15760.0,0,58.8,0,58.8,0
A05645,SOLVE043,361,371.0,,0.042,756.0,41760.0,34.2,3.2,7030.0,42.8,A,nan,0,9.2,1,0.042,0,0.042,0,756.0,0,756.0,0,41760.0,0,41760.0,0,34.2,0,34.2,0,3.2,0,3.2,0,7030.0,0,7030.0,0,42.8,0,42.8,0
A06137,SOLVE043,371,381.0,,0.032,1534.0,48840.0,26.6,5.6,27820.0,52.6,A,nan,0,9.2,1,0.032,0,0.032,0,1534.0,0,1534.0,0,48840.0,0,48840.0,0,26.6,0,26.6,0,5.6,0,5.6,0,27820.0,0,27820.0,0,52.6,0,52.6,0
A06445,SOLVE043,381,391.0,,0.026,2156.0,49200.0,27.2,4.6,17050.0,60.8,A,nan,0,9.2,1,0.026,0,0.026,0,2156.0,0,2156.0,0,49200.0,0,49200.0,0,27.2,0,27.2,0,4.6,0,4.6,0,17050.0,0,17050.0,0,60.8,0,60.8,0
A04971,SOLVE043,391,401.0,,0.062,1004.0,47000.0,40.6,8.8,12020.0,65.0,A,nan,0,9.2,1,0.062,0,0.062,0,1004.0,0,1004.0,0,47000.0,0,47000.0,0,40.6,0,40.6,0,8.8,0,8.8,0,12020.0,0,12020.0,0,65.0,0,65.0,0
A05514,SOLVE043,401,411.0,,0.045,877.0,55660.0,6.2,4.8,9247.0,41.2,A,nan,0,9.2,1,0.045,0,0.045,0,877.0,0,877.0,0,55660.0,0,55660.0,0,6.2,0,6.2,0,4.8,0,4.8,0,9247.0,0,9247.0,0,41.2,0,41.2,0
A04469,SOLVE043,411,421.0,,0.081,1392.0,63000.0,7.4,15.2,21694.0,61.4,A,nan,0,9.2,1,0.081,0,0.081,0,1392.0,0,1392.0,0,63000.0,0,63000.0,0,7.4,0,7.4,0,15.2,0,15.2,0,21694.0,0,21694.0,0,61.4,0,61.4,0
A04843,SOLVE043,421,431.0,,0.066,1040.0,57320.0,13.2,20.8,8860.0,35.8,A,nan,0,9.2,1,0.066,0,0.066,0,1040.0,0,1040.0,0,57320.0,0,57320.0,0,13.2,0,13.2,0,20.8,0,20.8,0,8860.0,0,8860.0,0,35.8,0,35.8,0
A05560,SOLVE043,431,441.0,,0.044,698.0,58940.0,15.6,3.4,5019.0,30.4,A,nan,0,9.2,1,0.044,0,0.044,0,698.0,0,698.0,0,58940.0,0,58940.0,0,15.6,0,15.6,0,3.4,0,3.4,0,5019.0,0,5019.0,0,30.4,0,30.4,0
A05736,SOLVE043,441,451.0,,0.04,496.0,63600.0,15.2,3.2,3015.0,54.0,A,nan,0,9.2,1,0.04,0,0.04,0,496.0,0,496.0,0,63600.0,0,63600.0,0,15.2,0,15.2,0,3.2,0,3.2,0,3015.0,0,3015.0,0,54.0,0,54.0,0
A05418,SOLVE043,451,461.0,,0.048,658.0,59360.0,12.0,3.0,503.0,38.2,A,nan,0,9.2,1,0.048,0,0.048,0,658.0,0,658.0,0,59360.0,0,59360.0,0,12.0,0,12.0,0,3.0,0,3.0,0,503.0,0,503.0,0,38.2,0,38.2,0
A03988,SOLVE043,461,471.0,,0.106,2340.0,34340.0,29.0,8.8,7718.0,48.2,A,nan,0,9.2,1,0.106,0,0.106,0,2340.0,0,2340.0,0,34340.0,0,34340.0,0,29.0,0,29.0,0,8.8,0,8.8,0,7718.0,0,7718.0,0,48.2,0,48.2,0
A04842,SOLVE043,471,481.0,,0.066,1170.0,60600.0,14.2,2.0,1818.0,25.8,A,nan,0,9.2,1,0.066,0,0.066,0,1170.0,0,1170.0,0,60600.0,0,60600.0,0,14.2,0,14.2,0,2.0,0,2.0,0,1818.0,0,1818.0,0,25.8,0,25.8,0
A05416,SOLVE043,481,491.0,,0.048,734.0,71240.0,14.4,1.0,454.0,23.6,A,nan,0,9.2,1,0.048,0,0.048,0,734.0,0,734.0,0,71240.0,0,71240.0,0,14.4,0,14.4,0,1.0,0,1.0,0,454.0,0,454.0,0,23.6,0,23.6,0
A05914,SOLVE043,491,501.0,,0.036,420.0,64780.0,12.4,1.0,183.0,22.6,A,nan,0,9.2,1,0.036,0,0.036,0,420.0,0,420.0,0,64780.0,0,64780.0,0,12.4,0,12.4,0,1.0,0,1.0,0,183.0,0,183.0,0,22.6,0,22.6,0
